0618-0621	Osaka
0623-0628	Osaka
0630	Osaka
0703-0704	Osaka
0706-0714	Osaka
0715-0716	Tango
0717-0720	Osaka
0722	Osaka
0725-0727	Osaka
0729-0801	Osaka
0802	Kyoto
0803-0807	Osaka
0809-0812	Osaka
0813-0821	Tochigi
0822-0823	Tokyo
0825-0901	Osaka
0902	Tokyo
0903-0904	Tochigi
0907-0915	Osaka
